51081.286990 20.628 0.098
51819.358170 20.550 0.078
52558.323395 20.599 0.091
52577.210896 20.657 0.071
52586.214375 20.637 0.076
52910.294857 20.727 0.071
52931.225058 20.721 0.086
52935.222021 20.944 0.092
52959.165350 20.940 0.080
52963.145094 20.964 0.074
53352.116158 20.940 0.089
53622.324461 20.863 0.125
#53634.273931 -99.000 0.287
53636.279465 21.384 0.306
53638.315266 20.978 0.119
#53640.279301 -99.000 1.210
53655.251472 20.995 0.247
53664.276429 21.588 0.372
53666.240033 21.078 0.141
53669.235672 21.110 0.098
53671.320444 21.185 0.221
53674.219908 20.897 0.123
53676.309387 21.214 0.150
53679.281277 20.942 0.153
53681.272790 21.163 0.134
53685.231841 20.934 0.332
53697.229814 20.877 0.122
53700.228772 20.916 0.128
53705.215442 21.025 0.125
53975.300450 21.187 0.149
53994.323437 21.030 0.094
#53996.307204 -99.000 0.115
54005.306047 20.993 0.081
54010.261341 20.899 0.097
54012.254148 20.838 0.165
54020.260127 21.076 0.215
54024.341877 21.206 0.155
54028.250473 20.926 0.096
54030.253703 20.953 0.082
54035.329473 20.570 0.177
54040.249399 21.392 0.276
#54047.279977 -99.000 0.958
54049.275864 21.016 0.275
54053.240284 20.925 0.105
#54056.241873 -99.000 0.131
54062.241076 20.960 0.175
#54068.221620 -99.000 0.206
54357.279340 20.872 0.092
#54362.329166 -99.000 0.117
54382.309378 20.918 0.121
54385.327226 20.935 0.099
54387.327646 21.112 0.151
54392.322398 21.087 0.146
#54402.321037 -99.000 0.362

