51081.286057  18.211 0.009
52558.322434  18.232 0.008
52577.209934  18.172 0.007
52586.213413  18.150 0.007
52910.293894  18.255 0.008
52931.224096  18.196 0.008
52935.221059  18.250 0.008
52959.164388  18.215 0.008
52963.144132  18.260 0.008
53352.115197  18.214 0.008
53622.323499  18.092 0.008
53634.272970  18.084 0.011
53636.278503  18.107 0.009
53638.314304  18.075 0.007
#53640.278339r -99.000 0.060
53655.250510  18.146 0.009
53664.275467  18.143 0.009
53666.239071  18.138 0.008
53669.234710  18.199 0.007
53671.319482  18.180 0.008
53674.218945  18.200 0.008
53676.308425  18.190 0.008
53679.280315  18.227 0.008
53681.271828  18.202 0.008
53685.230879  18.154 0.016
53697.228852  18.214 0.009
53700.227810  18.183 0.008
53705.214481  18.253 0.008
53975.299498  18.484 0.020
#53990.312351r -99.000 0.019
53996.306228  18.540 0.028
54024.340768  18.654 0.016
54049.274946  18.618 0.019
54062.240140  18.520 0.021
54382.308384  18.506 0.031
54387.326682  18.574 0.023
54392.321404  18.561 0.021

