51075.303937  20.754 0.073
52196.304456  20.512 0.061
52197.317565  20.533 0.061
52225.167743  20.337 0.052
52231.203529  20.388 0.052
52253.189699  20.383 0.087
52557.311531  20.428 0.067
52578.207614  20.638 0.063
#52908.286096u -99.000 0.069
52911.299885  20.535 0.078
52930.177256  20.357 0.067
52934.217996  20.520 0.079
52936.213924  20.436 0.055
52962.139446  20.596 0.063
#53270.277983u -99.000 0.102
53272.327928  20.375 0.071
53286.296646  20.594 0.083
53288.255136  20.682 0.077
53294.302812  20.723 0.083
53302.250805  20.655 0.143
53312.206418  20.497 0.080
53314.207534  20.523 0.064
#53616.311896u -99.000 0.198
53623.302108  20.282 0.064
53626.288322  20.219 0.060
53628.273187  20.106 0.108
53637.274802  20.328 0.107
53639.320180  20.070 0.052
53644.267293  20.181 0.053
53654.301872  20.234 0.058
53656.249466  20.286 0.132
53663.262776  20.317 0.096
53668.252376  20.078 0.074
53670.257229  20.143 0.051
53673.225213  20.214 0.051
53675.222101  20.149 0.050
53677.243133  20.078 0.043
53680.229799  20.173 0.054
53693.231697  20.174 0.107
53698.229088  20.240 0.109
53704.215021  20.129 0.057
53974.307672  20.247 0.046
53989.311066  20.302 0.115
#53997.406831u -99.000 0.068
54000.286510  20.153 0.055
54007.336636  20.361 0.057
54009.260425  20.338 0.057
54011.324908  20.287 0.073
54019.275105  20.411 0.080
54025.323923  20.356 0.073
54029.254261  20.352 0.071
54348.321673  20.358 0.072
54358.277518  20.376 0.082
54359.271515  20.582 0.138
54365.310541  20.449 0.062
#54373.384755u -99.000 0.152
54381.330127  20.422 0.066
54386.322428  20.468 0.083
54388.326683  20.473 0.072
#54403.240567u -99.000 0.118
54404.298039  20.507 0.101
54405.296059  20.453 0.086
54406.234296  20.329 0.048
54412.237301  20.212 0.076

