51081.291937  20.122 0.152
51819.363167  19.883 0.100
52558.328375  19.782 0.086
52577.215875  19.592 0.082
52586.219353  19.764 0.108
52910.299835  19.765 0.081
52931.230036  19.779 0.089
52935.227000  19.937 0.102
52959.170329  19.663 0.061
52963.150073  19.665 0.063
53352.121139  19.560 0.068
53622.329440  19.555 0.119
53634.278911  19.582 0.106
53638.320245  19.513 0.060
#53640.284280 z -99.000 0.394
#53655.256451 z -99.000 0.105
53664.281407  19.455 0.094
53666.245012  19.400 0.059
53669.240651  19.498 0.067
53671.325422  19.371 0.078
53674.224886  19.416 0.060
53676.314364  19.554 0.055
53679.286255  19.468 0.091
53681.277769  19.454 0.064
53685.236819  19.508 0.105
53694.250698  19.795 0.186
53697.234792  19.487 0.056
53700.233751  19.550 0.087
53705.220421  19.508 0.059
53975.305516  19.326 0.057
53990.318228  19.284 0.061
53993.373230  19.273 0.057
53994.328408  19.429 0.055
53996.312191  19.516 0.076
53998.280841  19.228 0.058
54005.311046  19.390 0.045
54010.266351  19.365 0.047
54012.259110  19.396 0.059
#54020.265083z -99.000 0.142
54024.346679  19.338 0.081
54028.255464  19.378 0.061
54030.258651  19.675 0.101
54037.239888  19.379 0.054
54040.254486  19.271 0.059
54049.281129  19.391 0.093
54053.245170  19.368 0.049
54059.241104  19.418 0.103
54062.246016  19.309 0.084
54068.226884  19.390 0.070
54357.284330  19.526 0.056
54382.314415  19.562 0.090
54385.332127  19.877 0.107
54387.332633  19.595 0.070
54392.327434  19.560 0.071
54402.325808  19.788 0.091

