51081.289893  20.363 0.031
51819.361085  20.411 0.025
#52558.326322g -99.000 0.022
52577.213824  20.245 0.020
52586.217301  20.298 0.022
52910.297784  20.391 0.021
52931.227985  20.258 0.023
52935.224947  20.281 0.019
52959.168277  20.178 0.018
52963.148021  20.217 0.017
53352.119085  20.302 0.019
53622.327387  20.393 0.031
53634.276858  20.359 0.069
53636.282392  20.334 0.068
53638.318192  20.289 0.024
#53640.282228g -99.000 0.055
53655.254399  20.344 0.039
#53664.279356g -99.000 0.043
53666.242960  20.286 0.026
53669.238598  20.303 0.020
53671.323371  20.277 0.027
53674.222834  20.341 0.022
53676.312313  20.277 0.021
53679.284204  20.266 0.024
53681.275717  20.315 0.023
53685.234768  20.326 0.083
53694.248647  20.053 0.061
53697.232741  20.270 0.023
53700.231698  20.286 0.024
53705.218369  20.254 0.022
53975.303417  19.856 0.024
53990.316187  19.872 0.028
53993.371375  19.935 0.025
53994.326371  19.891 0.019
53996.310117  19.904 0.030
#53998.278728g -99.000 0.076
54005.308984  19.955 0.026
54010.264349  19.987 0.024
54012.257273  19.981 0.037
54020.263029  19.872 0.037
54028.253400  20.005 0.027
54030.256589  20.035 0.018
#54035.332420g -99.000 0.033
54037.238012  19.994 0.021
54040.252366  20.017 0.037
54049.278882  20.062 0.042
54053.243151  20.072 0.022
#54059.239304g -99.000 0.089
54062.244024  20.071 0.027
54068.224638  20.138 0.050
54357.282246  20.819 0.037
#54362.332088g -99.000 0.048
54382.312293  20.823 0.038
54385.330083  20.786 0.029
54387.330703  20.786 0.032
54392.325322  20.855 0.034
54402.323835  21.068 0.100
