52910.296481  20.198 0.053
52931.226683  20.215 0.063
52935.223645  20.200 0.056
52959.166974  20.229 0.051
52963.146719  20.331 0.051
53352.117784  20.489 0.064
53622.326086  20.664 0.109
53634.275556  20.886 0.283
53636.281089  20.707 0.321
53638.316890  20.698 0.097
53640.280926  20.331 0.130
53655.253097  21.015 0.247
53664.278053  20.513 0.155
53666.241658  20.513 0.083
53669.237296  20.701 0.082
53671.322069  20.613 0.135
53674.221532  20.800 0.101
53676.311011  20.666 0.102
53679.282902  20.623 0.116
53681.274415  20.624 0.098
53685.233466  20.388 0.218
53694.247345  20.990 0.541
53697.231439  20.569 0.103
53700.230397  20.543 0.099
53705.217067  20.635 0.095
53975.302067  20.638 0.091
53990.314899  21.015 0.181
53993.369870  20.541 0.181
53994.325055  20.891 0.085
53996.308792  20.924 0.110
53998.277504  20.958 0.232
54005.307677  20.737 0.070
54010.262902  20.955 0.109
54012.255747  20.658 0.161
54020.261740  20.835 0.190
54024.343388  20.831 0.176
54028.252136  20.852 0.093
54030.255282  20.812 0.081
54035.331056  20.548 0.182
54037.236531  20.722 0.085
54040.251018  21.141 0.245
#54047.281921u -99.000 2.123
54049.277569  20.765 0.238
54053.241836  20.759 0.088
54062.242692  20.854 0.145
54068.223327  20.604 0.190
54357.280963  20.587 0.078
54362.330751  20.635 0.102
54382.310964  20.630 0.100
54385.328788  20.612 0.081
54387.329272  20.824 0.126
54392.324029  20.572 0.096
54402.322522  20.296 0.168

