51081.285067 19.349 0.094
51819.356181 19.169 0.059
52558.321445 19.226 0.061
52577.208946 19.081 0.059
52586.212423 19.110 0.066
52910.292906 19.079 0.052
52931.223107 19.075 0.061
52935.220071 19.227 0.067
52959.163400 19.194 0.048
52963.143144 19.176 0.051
53313.213272 19.235 0.090
53352.114209 19.354 0.076
53622.322512 19.138 0.074
53634.271982 19.252 0.084
53636.277516 19.137 0.082
53638.313319 19.173 0.057
#53640.277353 -99.000 0.547
53655.249522 19.200 0.095
53664.274479 19.217 0.073
53666.238083 18.991 0.053
53669.233722 19.054 0.051
53671.318494 19.151 0.072
53674.217958 18.994 0.053
53676.307436 19.015 0.049
53679.279328 18.812 0.055
53681.270840 19.035 0.049
53685.229890 19.023 0.087
53694.243770 18.980 0.102
53697.227865 19.001 0.054
53700.226824 19.027 0.057
53705.213493 19.111 0.051
53975.298520 19.138 0.064
53993.366297 19.130 0.058
53994.321508 19.055 0.060
53996.305256 19.170 0.058
#53998.274053 -99.000 0.352
54005.304125 19.066 0.049
54010.259353 19.205 0.052
54012.252186 19.078 0.069
54020.258211 18.949 0.264
54024.339778 19.186 0.068
54028.248586 19.296 0.069
54030.251731 19.165 0.054
54035.327547 19.345 0.112
54037.232952 19.037 0.068
54040.247468 19.034 0.061
54047.278101 19.069 0.091
54049.273901 19.092 0.087
54053.238214 19.129 0.070
54056.239912 18.938 0.072
54062.239157 19.058 0.082
54068.219677 19.147 0.072
54357.277371 19.022 0.045
54362.327201 19.094 0.058
54382.307404 19.367 0.081
#54385.325236 -99.000 0.060
54387.325699 19.172 0.061
54392.320425 19.121 0.075
54402.318874 19.239 0.067

