51081.294264 19.868 0.023
51819.365456 19.659 0.019
52558.330704 20.165 0.025
52577.218203 20.178 0.023
52586.221682 20.191 0.022
52910.302163 20.305 0.023
52931.232364 20.197 0.026
52935.229327 20.220 0.023
52959.172656 20.250 0.022
52963.152400 20.233 0.020
53352.123466 20.006 0.019
53622.331767 20.207 0.033
53634.281238 20.157 0.063
53638.322572 20.181 0.025
53655.258778 20.066 0.040
53664.283735 20.023 0.041
53666.247340 20.222 0.028
53669.242978 20.142 0.022
53671.327751 20.143 0.027
53674.227214 20.117 0.022
53676.316693 20.164 0.024
53679.288584 20.139 0.027
53681.280097 20.224 0.026
53685.239147 20.298 0.092
53694.253027 20.435 0.104
53697.237120 20.252 0.026
53700.236079 20.200 0.027
53705.222748 20.284 0.026
53975.307743 20.629 0.034
53990.320628 20.730 0.064
53994.330906 20.723 0.032
53996.314510 20.726 0.053
53998.283115 20.709 0.030
54005.313355 20.681 0.033
54010.268627 20.648 0.042
54012.261506 20.625 0.079
54020.267486 20.616 0.053
54024.349014 20.518 0.038
54030.261053 20.502 0.028
54037.242256 20.538 0.029
54040.256876 20.518 0.068
54049.283198 20.558 0.074
54053.247513 20.464 0.032
54059.243511 20.461 0.040
54062.248344 20.443 0.037
54068.228955 20.511 0.082
54357.286668 20.360 0.029
54362.336430 20.371 0.026
54382.316813 20.316 0.034
54385.334475 20.336 0.029
54387.334962 20.303 0.034
54392.329726 20.308 0.031
54402.328149 20.322 0.060
