51081.290931 19.570 0.022
51819.362123 19.470 0.016
52558.327371 19.864 0.019
52577.214870 19.868 0.022
52586.218349 19.847 0.022
52910.298830 19.923 0.019
52931.229031 19.922 0.024
52935.225994 19.919 0.022
52959.169323 19.943 0.019
52963.149067 19.905 0.019
53352.120133 19.780 0.018
53622.328434 19.873 0.026
53634.277905 19.826 0.041
53638.319239 19.853 0.020
53640.283274 19.895 0.030
53655.255445 19.846 0.030
53664.280402 19.831 0.042
53666.244007 19.872 0.022
53669.239645 19.907 0.021
53671.324418 19.881 0.027
53674.223881 19.879 0.023
53676.313360 19.918 0.021
53679.285251 19.918 0.031
53681.276764 19.864 0.025
53685.235814 19.851 0.054
53694.249694 20.067 0.063
53697.233787 19.956 0.022
53700.232746 19.860 0.025
53705.219415 19.918 0.022
53975.304410 20.238 0.030
53990.317295 20.349 0.039
53994.327573 20.284 0.026
53996.311177 20.276 0.033
#53998.279781 -99.000 0.038
54005.310021 20.249 0.024
54010.265294 20.280 0.034
54012.258173 20.247 0.042
54020.264153 20.108 0.032
54024.345681 20.170 0.048
54030.257720 20.163 0.021
54037.238923 20.098 0.027
54040.253543 20.104 0.039
54049.279865 20.103 0.048
54053.244180 20.146 0.026
54059.240177 20.100 0.042
54062.245011 20.131 0.035
54068.225622 20.067 0.045
54357.283334 20.106 0.023
#54362.333097 -99.000 0.064
54382.313480 19.989 0.028
54385.331142 20.038 0.023
54387.331629 19.942 0.026
54392.326392 20.016 0.027
54402.324816 20.006 0.037

