51081.284811 20.218 0.077
51819.356035 20.707 0.087
#52558.321239 -99.000 0.076
52577.208741 20.486 0.063
52586.212218 20.577 0.068
52910.292700 20.590 0.061
52931.222902 20.542 0.078
52935.219865 20.585 0.071
52959.163194 20.592 0.060
52963.142938 20.524 0.055
53313.213066 20.537 0.105
53352.114003 20.233 0.051
53622.322307 20.064 0.063
53634.271777 19.998 0.121
53636.277310 20.004 0.092
53638.313113 20.098 0.057
#53640.277147 -99.000 0.757
53655.249317 20.097 0.117
53664.274274 20.103 0.092
53666.237878 20.168 0.060
53669.233516 20.098 0.047
53671.318290 19.965 0.071
53674.217753 19.998 0.054
53676.307230 19.967 0.058
53679.279122 20.129 0.068
53681.270635 20.032 0.055
#53694.243564 -99.000 0.244
53697.227659 20.143 0.073
53700.226618 20.187 0.071
53705.213288 20.182 0.069
53975.298319 20.479 0.080
#53993.366097 -99.000 0.094
53994.321307 20.633 0.066
53996.305026 20.534 0.068
#53998.273802 -99.000 0.460
54005.303926 20.479 0.057
54010.259126 20.478 0.072
#54012.251974 -99.000 0.132
#54020.257954 -99.000 0.303
54024.339574 20.441 0.090
54028.248322  20.329 0.062
54030.251532 20.386 0.057
54035.327296 20.473 0.143
54037.232775 20.324 0.057
54040.247267 20.336 0.108
54047.277798 19.943 0.187
54049.273751 20.604 0.171
54053.238024 20.568 0.081
54056.239763 20.587 0.101
54062.238855 20.500 0.113
54068.219510 20.316 0.138
54357.277170 20.511 0.068
#54362.327062 -99.000 0.071
54382.307203 20.578 0.106
54385.325000 20.625 0.085
54387.325497 20.469 0.084
54392.320224 20.501 0.092
54402.318707 20.294 0.155

