51081.286524  19.621 0.035
52558.322959  19.142 0.021
52577.210461  19.197 0.020
52586.213938  19.270 0.025
52910.294421  19.916 0.033
52935.221585  19.895 0.035
52959.164914  20.003 0.029
52963.144659  19.890 0.029
53294.301712  19.970 0.038
53352.115724  19.985 0.037
53622.324027  19.825 0.042
53626.287224  19.799 0.033
53634.273497  19.700 0.050
53638.314831  19.825 0.030
#53640.278867i -99.000 0.135
53655.251038  19.694 0.045
53664.275994  19.691 0.038
53666.239599  19.723 0.031
53669.235237  19.665 0.028
53671.320010  19.657 0.034
53674.219474  19.627 0.029
53676.308950  19.614 0.027
53679.280843  19.624 0.036
53681.272355  19.678 0.028
53697.229380  19.508 0.029
53700.228338  19.549 0.029
53705.215008  19.585 0.027
53975.300279  19.650 0.031
53990.312823  19.649 0.038
53993.367830  19.757 0.030
53994.323040  19.748 0.029
53996.306790  19.686 0.034
54005.305673  19.755 0.029
54010.260844  19.703 0.028
54012.253704  19.729 0.041
54020.259682  19.653 0.058
54024.341298  19.616 0.035
54028.250061  19.720 0.032
54030.253264  19.663 0.027
54035.329058  19.607 0.046
54037.234478  19.666 0.036
54040.249000  19.664 0.043
54049.275481  19.594 0.045
54053.239749  19.656 0.030
54056.241415  19.658 0.038
54062.240612  19.598 0.069
54068.221163  19.690 0.048
54357.278903  19.242 0.023
54362.328732  19.148 0.028
54382.308936  19.185 0.031
54385.326713  19.223 0.025
54387.327231  19.171 0.021
54392.321957  19.217 0.035
54402.320435  19.194 0.024

