51081.282248  19.494 0.021
52196.299069  19.637 0.017
52197.312175  19.650 0.018
52225.162364  19.651 0.018
52231.198147  19.648 0.017
52253.184318  19.717 0.026
52557.306149  19.540 0.019
52558.318678  19.533 0.016
52577.206180  19.523 0.017
52578.202234  19.536 0.016
52586.209657  19.536 0.020
52908.280717  19.426 0.016
52910.290139  19.423 0.017
52911.294504  19.489 0.019
52930.171876  19.493 0.016
52931.220341  19.454 0.017
52934.212618  19.518 0.020
52935.217304  19.440 0.016
52936.208544  19.507 0.016
52959.160633  19.493 0.016
52962.134065  19.502 0.020
52963.140377  19.462 0.019
53270.272619  19.422 0.025
53272.322547  19.526 0.020
53286.291266  19.523 0.019
53288.249759  19.531 0.015
53302.245425  19.563 0.028
53312.200978  19.550 0.023
53313.210505  19.512 0.022
53314.202153  19.535 0.019
53352.111442  19.485 0.016
#53616.306520r -99.000 0.049
53623.296731  19.462 0.017
53626.282943  19.502 0.018
53628.267808  19.486 0.026
53634.269216  19.465 0.031
53637.269424  19.365 0.023
53638.310552  19.403 0.017
53639.314802  19.491 0.019
53644.261871  19.466 0.025
53654.296493  19.518 0.016
53655.246757  19.447 0.036
53656.244088  19.507 0.029
53663.257398  19.510 0.021
53664.271713  19.458 0.025
#53665.235366r -99.000 0.084
53666.235316  19.486 0.018
53668.246998  19.502 0.022
53669.230955  19.455 0.015
53670.251849  19.527 0.019
53671.315728  19.508 0.022
53673.219834  19.514 0.018
53674.215192  19.466 0.017
53675.216722  19.517 0.020
53676.304670  19.484 0.017
53677.237753  19.499 0.015
53679.276561  19.428 0.022
53680.224419  19.522 0.016
53681.268073  19.456 0.019
53685.227124  19.441 0.042
53693.226316  19.541 0.025
53694.241003  19.671 0.048
53697.225098  19.506 0.028
53698.223707  19.616 0.030
53700.224057  19.507 0.018
53704.209641  19.499 0.017
53705.210727  19.487 0.017
53974.302295  19.384 0.014
53975.295754  19.405 0.020
53989.305691  19.293 0.022
53993.363546  19.324 0.019
53994.318718  19.290 0.020
53996.302482  19.334 0.020
53997.401343  19.421 0.022
#53998.271287r -99.000 0.028
54000.281104  19.413 0.020
54005.301357  19.305 0.017
54007.331255  19.426 0.021
54009.255054  19.355 0.021
54010.256596  19.342 0.018
54011.319514  19.371 0.018
54012.249423  19.386 0.028
54019.269737  19.367 0.024
#54020.255391r -99.000 0.028
54024.336987  19.416 0.021
54025.318525  19.364 0.017
54028.245787 19.313 0.020
54029.248908  19.373 0.021
54030.248964  19.390 0.020
54035.324750  19.339 0.023
54037.230197  19.329 0.020
54040.244702  19.304 0.027
54047.275216  19.357 0.045
54049.271140  19.352 0.028
54053.235448  19.299 0.022
54056.237151  19.258 0.021
54062.236379  19.329 0.021
54068.216898  19.329 0.030
54348.316277  19.341 0.019
54357.274671  19.284 0.019
54358.272096  19.359 0.024
54359.266158  19.324 0.023
#54362.324434 -99.000 0.320
54365.305165  19.416 0.021
54373.379393  19.401 0.033
54381.324751  19.335 0.018
54382.304705  19.330 0.021
54385.322433  19.288 0.026
54386.317074  19.350 0.020
54387.322923  19.306 0.021
54388.321312  19.329 0.020
54392.317725  19.264 0.020
54402.316095  19.292 0.027
54403.235124  19.367 0.020
54404.292648  19.331 0.017
54405.290628  19.323 0.020
54406.228919  19.337 0.018
54412.231856  19.383 0.020

